Siruta,Localitate,Barbati_18-24,Barbati_25-34,Barbati_35-44,Barbati_45-64,Femei_18-24,Femei_25-34,Femei_35-44,Femei_45-64
139740,ORAS CEHU SILVANIEI,43.245,1.628,14.867,18.828,11.774,2.767,0.488,6.131
139811,ORAS JIBOU,9.508,6.136,37.505,21.658,12.15,4.226,0.894,7.355
139884,ORAS SIMLEU SILVANIEI,17.932,3.184,21.319,30.591,13.627,3.235,1.044,8.507
139937,AGRIJ,0.905,2.941,19.91,51.131,3.846,6.335,0.905,12.217
139982,ALMASU,45.377,3.082,15.753,20.89,4.795,3.425,1.199,5.137
140084,BABENI,1.937,7.452,28.614,43.368,6.855,4.471,1.043,4.62
140146,BALAN,0.424,1.441,30.339,45,11.271,3.136,0.678,6.949
140208,BANISOR,0.718,5.925,24.776,36.625,15.799,4.847,1.077,9.336
140244,BENESAT,27.122,1.863,19.876,37.474,6.004,1.449,0.828,4.969
140280,BOBOTA,0.762,1.85,43.308,26.986,12.514,1.85,0.653,12.078
140324,BOCSA,54.659,0.961,11.047,16.234,7.781,2.498,0.384,5.764
140379,BUCIUMI,1.02,5.867,30.357,40.689,8.036,7.143,0.638,5.485
140440,CAMAR,91.323,0.427,1.422,2.987,0.284,0.142,0.142,2.703
140477,CARASTELEC,78.681,0.44,2.418,3.736,1.319,0.44,0,12.967
140501,CHIESD,4.007,1.394,51.916,13.763,10.801,1.568,1.394,14.46
140547,CIZER,0.888,1.923,18.343,52.663,14.349,2.219,0.444,8.58
140583,COSEIU,50.543,1.087,13.587,12.681,10.87,7.246,0.906,2.899
140627,CRASNA,76.549,0.688,6.885,6.971,3.83,0.473,0.129,4.346
140672,CREACA,1.591,4.773,21.705,48.182,11.477,2.386,0.909,8.409
140770,CRISTOLT,1.671,13.649,37.326,29.248,7.521,2.786,0.836,6.128
140823,CRISENI,12.659,3.185,15.446,46.736,12.5,3.662,0.796,4.299
140869,CUZAPLAC,10.949,2.92,17.153,48.723,5.474,4.015,2.372,7.299
140958,DOBRIN,76.91,2.257,7.465,4.861,2.257,1.042,0.347,4.861
141027,DRAGU,1.928,2.479,17.08,53.444,6.887,3.857,0,13.499
141081,FILDU DE JOS,19.646,2.947,15.717,43.222,5.894,3.733,0.786,7.859
141134,GALGAU,2.021,3.723,19.681,58.83,7.021,2.234,0.851,4.787
141232,GARBOU,2.834,9.109,26.923,34.413,14.372,3.644,0.607,7.895
141312,HALMASD,0.856,2.568,38.699,33.048,10.616,3.253,0.342,10.445
141376,HERECLEAN,60.495,2.111,10.072,11.821,10.133,1.508,0.784,2.533
141447,HIDA,2.067,1.749,23.847,41.971,15.421,3.975,1.59,8.585
141535,HOROATU CRASNEI,9.346,3.471,20.427,40.32,11.215,5.874,0.534,8.278
141580,ILEANDA,2.052,13.269,21.341,43.092,8.071,4.651,2.052,4.514
141722,IP,49.729,1.733,13.868,17.01,5.959,2.709,0.325,8.126
141786,LETCA,4.783,3.886,48.43,28.401,5.979,3.139,0.448,4.335
141884,LOZNA,1.489,0.993,18.859,60.794,6.203,3.722,0.744,6.948
141946,MARCA,9.648,4.135,14.089,49.464,10.26,4.288,0.459,7.504
142006,MAERISTE,8.134,3.11,24.761,41.627,5.981,1.794,1.077,13.158
142079,MESESENII DE JOS,32.062,2.165,22.371,14.227,10.928,4.227,0.619,7.526
142122,MIRSID,2.092,2.353,47.843,23.399,10.85,2.876,1.176,9.281
142177,NAPRADEA,0.912,1.672,30.395,45.593,3.191,3.647,0.912,10.182
142239,NUSFALAU,71.584,0.671,9.22,5.197,5.113,0.754,0.503,4.61
142284,PERICEI,73.824,0.835,5.69,10.167,5.463,0.91,0.152,2.883
142337,PLOPIS,1.498,5.824,9.484,61.231,9.318,2.496,0.666,7.987
142373,POIANA BLENCHII,0.667,3.333,49,25,11.667,7.333,0.667,2
142426,ROMANASI,1.557,3.353,23.234,43.473,7.665,4.431,1.677,14.132
142499,RUS,1.311,8.525,34.098,35.082,11.803,2.295,1.311,5.246
142550,SALATIG,60.243,1.014,8.418,22.11,2.738,1.623,0.507,3.144
142612,SAG,1.299,1.299,30.032,33.929,13.636,2.435,0.812,15.747
142676,SANMIHAIU ALMASULUI,2.395,7.784,41.018,22.754,5.689,6.287,1.198,10.18
142710,SOMES-ODORHEI,2.256,5.639,17.293,56.892,6.14,4.135,0.752,5.138
142774,SURDUC,1.297,3.891,25.616,53.048,4.799,2.27,1.038,7.393
142854,SAMSUD,89.943,1.724,3.736,1.006,0.718,0.718,0.287,1.868
142881,SARMASAG,83.69,0.713,4.545,4.635,2.406,0.579,0.357,2.941
142952,VALCAU DE JOS,1.815,1.568,17.574,62.459,4.785,3.3,1.073,7.013
143021,VARSOLT,67.137,3.103,6.77,7.334,7.898,2.539,0,5.078
143067,ZALHA,9.688,15.312,20,21.25,21.25,4.062,0.625,7.812
143147,ZIMBOR,2.273,5.682,10.985,46.78,27.652,1.515,0,4.545
143450,MUNICIPIUL SIBIU,0.724,3.3,12.054,40.894,31.459,2.336,0.787,6.22
143487,CRISTIAN,0,4.031,10.078,40.873,26.092,2.128,0.896,13.998
143502,POPLACA,0.797,1.793,27.888,43.227,13.147,1.394,0.598,9.163
143520,RASINARI,0,4.905,11.706,45.819,19.844,2.899,0.669,12.486
143557,SELIMBAR,0.194,3.759,10.153,32.88,41.931,2.549,0.691,6.416
143619,MUNICIPIUL MEDIAS,4.978,3.362,12.886,46.915,18.714,1.852,0.941,8.925
143646,TARNAVA,1.237,2.268,17.938,38.351,23.093,1.443,1.649,11.546
143682,ORAS AGNITA,0.999,1.427,13.219,54.922,15.121,2.568,0.666,10.271
143735,ORAS CISNADIE,0.329,3.511,11.684,37.21,30.627,3.328,0.823,10.404
143771,ORAS COPSA MICA,5.701,1.069,16.865,42.518,9.501,2.85,1.663,19.121
143806,ORAS DUMBRAVENI,4.446,2.332,23.469,28.863,22.085,2.843,0.583,14.359
143851,ORAS OCNA SIBIULUI,4.055,5.737,10.485,52.423,14.045,4.055,0.692,7.715
143888,ALTINA,0.58,25.532,26.692,22.05,15.861,1.547,1.741,5.029
143922,APOLDU DE JOS,0.323,21.935,21.935,33.226,11.613,0.645,1.29,7.419
143959,ARPASU DE JOS,0.31,3.87,21.053,50.155,9.752,2.322,0.774,8.978
143995,ATEL,0.423,4.44,7.188,63.848,11.416,2.748,0.846,8.457
144054,ORAS AVRIG,0.267,5.26,16.82,45.587,14.948,1.486,0.684,13.403
144116,AXENTE SEVER,0.606,4.97,16.485,50.303,9.818,3.394,0.606,12.727
144152,BAZNA,0.348,4.704,11.324,47.561,8.188,3.833,0.871,22.3
144198,BIERTAN,0.993,1.418,18.582,49.929,7.518,1.986,0.284,18.582
144232,BARGHIS,3.239,5.263,16.194,40.891,13.563,3.239,0.81,13.765
144303,BLAJEL,3.503,17.163,8.757,52.715,8.406,2.627,0.701,5.429
144349,BRATEIU,0.797,3.828,9.569,49.92,4.785,2.233,1.276,26.475
144376,BRADENI,0.5,2.25,15.5,58.5,3.5,1.75,1,16.25
144410,BRUIU,1.325,5.96,15.232,45.695,10.596,4.636,0,10.596
144456,CHIRPAR,0.965,2.572,22.186,36.656,10.289,3.537,0.322,19.936
144508,CARTA,0,1.23,14.754,59.016,14.344,1.639,0.41,6.557
144535,CARTISOARA,0,2.265,32.686,33.981,11.65,1.942,1.294,13.916
144553,DARLOS,0.773,2.782,14.374,51.314,11.747,4.019,1.082,13.447
144599,GURA RAULUI,0.102,6.02,10.714,51.224,12.041,2.449,0.204,15.918
144615,HOGHILAG,1.4,3.6,50.2,23.8,5.2,2.2,1,10.6
144651,IACOBENI,0.619,2.062,39.794,19.794,4.124,4.742,1.031,19.175
144713,JINA,0.493,5.419,11.987,34.647,2.956,2.299,1.149,38.095
144731,LASLEA,0.778,4.51,43.857,27.683,9.176,3.421,0.778,9.02
144795,LOAMNES,1.161,2.612,35.559,36.865,6.386,1.887,2.322,11.03
144866,LUDOS,0,7.018,12.865,53.801,7.602,2.339,0,11.696
144893,MARPOD,0.935,7.944,21.495,45.327,11.682,2.336,0.467,4.673
144928,ORAS MIERCUREA SIBIULUI,0.151,4.085,14.675,40.998,16.339,2.269,1.059,19.365
144964,MERGHINDEAL,1.241,3.226,39.95,38.462,4.715,2.481,0.993,8.189
144991,MICASASA,1.099,4.029,19.048,18.681,43.59,1.099,1.832,6.96
145042,MIHAILENI,0,4.895,30.07,37.063,7.692,4.196,0.699,11.888
145104,MOSNA,1.948,1.299,14.286,51.136,7.305,3.571,0.162,19.643
145140,NOCRICH,0.713,2.568,47.932,19.686,6.562,1.712,0.999,10.699
145202,ORLAT,0.143,3.3,10.76,52.08,16.212,4.161,0.43,11.765
145220,PAUCA,0.288,2.158,10.935,73.094,3.165,0.863,0.432,8.345
145275,POIANA SIBIULUI,0.259,6.995,23.575,40.933,11.658,1.295,0,13.731
145293,PORUMBACU DE JOS,0.125,3.87,19.725,49.064,12.235,4.494,1.623,7.491
145355,RACOVITA,0.134,8.871,11.559,51.747,12.366,1.882,0.538,9.543
145382,RAU SADULUI,0,4.294,14.11,57.669,8.589,3.681,0.613,7.975
145408,ROSIA,0,27.273,12.397,31.405,8.619,2.361,0.945,13.813
145471,SADU,0.115,8.247,12.486,57.274,11.569,1.604,0.802,6.758
145499,ORAS SALISTE,0,6.122,14.586,47.599,14.106,2.761,1.2,12.485
145603,SLIMNIC,0,9.65,10.07,48.531,13.706,4.895,0.979,11.049
145667,SEICA MARE,2.561,4.512,12.439,45.244,11.098,3.659,0.854,15.366
145738,SEICA MICA,0.835,2.088,16.075,55.532,9.186,2.923,1.67,10.647
145765,SURA MARE,0.171,3.925,11.86,47.526,22.27,1.792,0.768,6.314
145792,SURA MICA,0,2.681,7.641,48.66,23.995,2.011,0.804,13.003
145827,ORAS TALMACIU,0.428,2.836,16.212,46.174,16.747,4.441,0.856,11.289
145907,TILISCA,0.213,3.412,15.778,53.945,7.676,2.559,1.493,13.646
145934,TURNU ROSU,0,13.864,13.569,33.481,27.581,1.327,1.18,7.522
145961,VALEA VIILOR,0.756,5.542,26.952,34.509,10.831,2.771,1.008,17.128
145998,VURPAR,0.467,2.336,14.486,31.308,7.477,1.402,1.402,29.439
146012,ALMA,6.761,6.901,15.493,48.873,7.324,2.254,0.563,10.141
146021,BOITA,0.475,0.713,15.202,55.107,17.34,1.188,0,8.551
146263,MUNICIPIUL SUCEAVA,0.349,10.407,24.935,23.418,18.591,4.23,4.921,10.279
146281,IPOTESTI,0.475,12.577,18.984,28.524,16.137,3.892,4.841,13.052
146325,MITOCU DRAGOMIRNEI,0.39,9.824,17.762,43.461,4.684,2.277,5.986,13.793
146370,ORAS SALCEA,0.627,15.574,27.869,16.056,8.775,3.954,5.256,20.106
146432,SCHEIA,0.397,10.57,27.742,22.98,16.595,3.788,4.654,10.931
146502,MUNICIPIUL CAMPULUNG MOLDOVENESC,0.338,8.038,25.149,28.233,15.3,5.85,4.676,10.326
146539,MUNICIPIUL FALTICENI,0.482,2.45,33.083,17.86,22.6,4.164,4.833,12.411
146584,ORAS GURA HUMORULUI,0.321,2.914,25.267,29.893,14.332,5.08,4.064,16.123
146628,MUNICIPIUL RADAUTI,0.201,5.817,26.222,28.543,15.594,5.987,4.394,10.613
146655,ORAS SIRET,0.465,2.974,30.576,37.825,7.388,4.6,4.368,9.944
146708,ORAS SOLCA,0.709,2.837,42.73,18.617,10.461,4.787,3.723,12.766
146744,MUNICIPIUL VATRA DORNEI,0.418,6.159,26.639,29.125,12.89,3.982,5.961,13.132
146799,ADANCATA,0.576,3.743,17.946,47.793,8.061,2.879,5.374,11.42
146860,ARBORE,0.39,4.524,38.69,22.231,6.552,3.978,6.864,14.977
146904,BAIA,0.329,3.128,48.313,9.712,5.597,6.667,7.49,17.778
146931,ORAS MILISAUTI,0.35,7.08,22.028,13.986,36.276,2.71,6.556,9.79
146995,BALCAUTI,0.926,3.241,26.852,40.741,4.784,2.315,6.79,12.5
147036,BILCA,0.451,3.158,23.609,34.135,7.218,5.564,7.669,15.94
147054,BOGDANESTI,0,5.14,29.907,12.266,10.864,3.154,20.327,16.939
147072,BOROAIA,0.58,3.575,45.7,11.981,8.019,3.285,5.604,20.097
147134,BOSANCI,0.696,8.529,24.021,31.245,9.574,3.307,3.916,16.884
147161,BOTOSANA,0.298,2.235,21.461,47.839,2.981,2.534,8.644,13.115
147205,BREAZA,0.275,3.846,44.231,15.659,3.846,4.945,7.967,16.209
147241,BRODINA,0.125,11.028,19.424,18.922,5.388,8.897,7.769,26.566
147358,ORAS BROSTENI,0.648,3.24,30.914,14.971,6.935,14.323,5.574,21.97
147465,BUNESTI,0.61,1.829,42.53,23.171,5.64,2.439,3.506,18.14
147526,CACICA,1.052,2.454,27.958,34.619,7.099,5.784,3.681,15.074
147580,CALAFINDESTI,0.647,5.016,25.89,38.835,4.369,7.767,5.663,10.841
147633,ORAS CAJVANA,0.443,7.174,34.81,17.272,7.972,0.797,13.818,16.386
147660,ILISESTI,0.531,3.009,26.018,36.106,4.956,3.894,11.858,11.504
147713,CARLIBABA,1.782,2.45,26.058,38.753,2.227,4.009,5.791,17.372
147786,CORNU LUNCII,0.396,2.129,50.446,12.376,6.584,2.525,5.941,18.02
147884,CRUCEA,0,2.55,47.177,15.301,5.829,3.461,9.836,14.39
147937,DARMANESTI,0.549,7.749,17.999,42.77,6.528,3.966,5.308,12.996
148006,ORAS DOLHASCA,0.499,6.375,26.306,33.948,5.146,3.187,3.763,18.971
148097,DOLHESTI,0.705,1.763,49.471,12.456,7.168,4.348,7.403,15.276
148131,DORNA-ARINI,0.106,3.062,21.542,46.885,8.237,3.696,4.646,10.771
148202,DORNA CANDRENILOR,0.675,6.524,32.171,20.247,7.762,4.162,7.987,19.348
148293,DORNESTI,0.135,2.695,25.472,32.075,11.186,5.256,2.291,19.811
148328,DRAGOIESTI,0.509,3.905,39.389,25.297,2.886,3.226,4.584,17.827
148382,DRAGUSENI,0,1.866,48.321,9.328,9.888,5.97,6.157,17.351
148426,DUMBRAVENI,0.563,11.712,37.838,12.782,5.462,1.577,4.955,23.48
148453,FANTANELE,0.526,8.412,31.861,21.136,2.103,11.041,5.573,17.876
148514,FORASTI,0.338,2.705,48.183,12.849,4.987,3.888,5.579,19.78
148612,ORAS FRASIN,0.762,6.689,26.418,25.487,12.362,5.588,5.165,16.088
148667,FRATAUTII NOI,0.773,19.116,21.878,20.442,13.591,5.525,5.746,9.392
148694,FRATAUTII VECHI,0.279,5.028,21.927,27.374,11.173,5.587,4.19,21.508
148729,FRUMOSU,0.404,4.954,27.401,42.063,5.056,2.326,3.741,12.942
148765,FUNDU MOLDOVEI,0.169,7.712,22.881,44.322,7.966,2.119,3.898,10.085
148872,GALANESTI,0.219,4.167,35.088,13.158,11.184,7.018,7.018,19.518
148916,GRAMESTI,1.304,3.166,41.713,15.829,6.89,2.607,12.104,13.966
148970,GRANICESTI,0.82,14.052,37.822,15.34,7.611,2.927,4.684,14.754
149049,HORODNICENI,0.46,3.454,26.477,39.985,5.295,4.298,4.144,14.658
149101,HORODNIC DE JOS,0.942,5.273,22.034,21.469,25.047,5.838,7.345,11.299
149138,IACOBENI,0.287,3.725,35.673,26.648,7.736,1.433,8.453,12.894
149183,IZVOARELE SUCEVEI,1.061,4.244,30.239,28.647,10.08,3.979,5.305,15.385
149227,ORAS LITENI,0.587,4.752,23.492,35.291,6.887,3.737,4.004,19.487
149290,MARGINEA,0.509,15.037,16.789,20.181,6.388,5.653,11.928,21.142
149316,MALINI,0.325,1.842,28.223,25.515,6.176,3.304,4.821,28.819
149370,MANASTIREA HUMORULUI,0.821,8.718,15.692,28.923,20.103,2.051,4.308,17.436
149414,MOARA,0.287,5.316,20.115,37.428,10.92,6.322,4.023,13.578
149502,MOLDOVA-SULITA,1.295,8.549,29.793,29.016,5.44,4.145,7.254,12.953
149539,MOLDOVITA,0.364,7.65,15.392,37.158,6.011,4.098,5.829,22.495
149584,MUSENITA,1.822,3.417,26.424,31.207,6.834,7.062,5.011,15.262
149655,OSTRA,0.358,1.792,36.201,26.762,4.54,2.27,3.823,22.7
149682,PANACI,0.542,3.074,32.731,22.423,4.882,3.436,7.957,23.508
149753,PALTINOASA,0.444,3.753,18.963,49.383,3.259,3.556,3.753,15.704
149780,PARTESTII DE JOS,0.601,5.556,32.733,27.477,7.658,3.453,7.357,13.664
149833,PATRAUTI,0.312,7.083,33.021,13.542,7.188,3.333,3.333,30.729
149851,POIANA STAMPEI,0.347,3.125,51.157,13.889,8.681,4.282,4.398,13.426
149931,POJORATA,0.233,8.285,27.771,24.504,10.735,2.567,10.268,13.886
149968,PREUTESTI,0.35,5.07,37.238,17.191,4.545,3.38,5.186,25.35
150043,PUTNA,0.373,1.771,23.952,33.83,4.753,4.007,9.04,17.335
150070,RADASENI,0.442,2.544,17.035,38.053,16.593,2.434,5.531,16.372
150114,RASCA,0.946,4.901,24.764,16.251,8.512,7.223,6.019,26.913
150178,SADOVA,0.119,6.064,18.906,45.303,8.442,3.329,3.567,12.961
150196,SATU MARE,0.421,5.61,46.143,13.745,5.61,4.909,6.031,15.147
150221,SIMINICEA,0.651,4.072,34.853,22.638,5.7,4.072,7.655,17.59
150258,SLATINA,0.407,3.013,51.303,16.531,2.524,1.873,4.479,18.73
150294,STRAJA,0.089,5.408,29.078,23.848,5.23,2.837,7.535,25.177
150310,STROIESTI,0.109,2.505,24.074,42.81,3.268,6.754,8.388,10.022
150356,STULPICANI,0.61,2.034,30.915,26.508,2.847,7.322,3.119,23.932
150418,SUCEVITA,0.294,3.971,31.912,18.235,11.324,1.912,13.824,16.912
150445,SARU DORNEI,0.087,7.679,24.607,21.815,9.511,6.632,7.417,20.855
150524,TODIRESTI,0.794,3.492,25.873,44.524,4.921,5.317,5.635,7.381
150588,UDESTI,0.458,7.393,37.765,13.696,11.519,2.521,4.47,19.828
150702,ULMA,0.206,3.292,23.251,18.313,2.469,3.292,20.988,26.543
150766,VADU MOLDOVEI,0.454,3.448,39.927,12.341,10.799,6.443,9.074,15.608
150891,VALEA MOLDOVEI,0.356,2.254,56.584,11.625,1.542,3.321,3.44,19.81
150935,VAMA,0.452,4.597,22.683,30.068,14.469,5.35,5.124,16.051
150980,VATRA MOLDOVITEI,0.418,2.425,16.137,45.819,5.184,5.1,3.261,20.234
151022,VERESTI,0.479,16.613,34.026,15.415,3.674,3.834,5.99,18.131
151077,VICOVU DE JOS,0.274,3.016,47.806,15.174,6.764,5.941,6.307,12.98
151095,ORAS VICOVU DE SUS,0.441,4.361,36.388,17.577,6.256,3.568,9.163,21.013
151120,VOLOVAT,0.207,3.008,38.071,22.614,6.12,6.224,3.008,19.71
151157,VULTURESTI,0.923,2.111,40.369,18.338,4.749,8.179,6.992,14.908
151246,ZAMOSTEA,0.528,8.839,52.902,9.894,3.958,6.069,4.222,12.533
151344,ZVORISTEA,1.291,3.959,46.127,16.007,4.561,4.389,9.294,11.876
151433,COMANESTI,0.522,7.304,25.391,40.87,4.174,4.87,6.609,8.696
151442,IASLOVAT,0.297,6.686,39.97,15.899,4.012,1.04,6.092,24.071
151451,CIOCANESTI,0,3.065,24.33,35.632,4.981,5.556,6.322,18.774
151460,SERBAUTI,0.515,6.003,21.441,30.189,4.46,12.864,6.69,15.266
151479,HORODNIC DE SUS,0.31,3.413,19.855,36.918,5.895,6.412,10.134,15.098
151488,FANTANA MARE,0.666,18.136,25.624,24.293,6.988,3.161,7.155,12.646
151497,COSNA,0.402,6.024,32.129,19.679,15.06,4.418,7.028,14.659
151503,CAPU CAMPULUI,0.177,1.508,14.374,56.699,2.484,4.17,2.307,17.924
151512,HANTESTI,0.263,5,49.342,15,4.211,5.395,4.605,13.816
151521,BURLA,0,9.915,20.68,30.595,5.949,11.898,3.116,16.714
151530,BALACEANA,0.602,8.133,54.518,10.843,3.614,2.108,2.711,16.566
151549,HARTOP,0.178,2.309,23.801,18.65,4.973,5.684,9.947,33.037
151558,VOITINEL,0,4.776,62.378,8.285,3.021,2.437,2.144,15.789
151567,CIPRIAN PORUMBESCU,0.287,2.292,58.166,8.023,6.59,2.006,6.59,13.467
151576,BERCHISESTI,0.815,2.749,48.167,15.173,5.092,1.426,4.786,19.552
151585,POIENI-SOLCA,0.648,3.888,34.773,23.11,2.16,3.456,6.263,23.974
151683,MUNICIPIUL TURNU MAGURELE,0.399,2.878,47.399,27.375,8.53,6.605,1.179,5.01
151709,CIUPERCENI,0.141,2.532,37.271,46.273,3.376,2.25,1.266,1.828
151736,ISLAZ,0.474,2.052,58.642,22.731,3.946,4.736,1.342,5.604
151763,LITA,0.139,4.729,35.466,44.784,3.894,3.477,1.391,5.841
151790,MUNICIPIUL ALEXANDRIA,0.276,3.934,48.747,23.687,12.115,5.353,1.17,4.026
151816,NANOV,0.504,2.52,41.331,41.734,4.435,3.125,1.109,4.435
151834,POROSCHIA,0.24,1.082,56.01,27.885,4.988,4.507,0.901,3.786
151870,MUNICIPIUL ROSIORI DE VEDE,0.6,3.217,51.392,18.72,14.369,3.601,1.317,5.351
151905,ORAS VIDELE,0.363,2.664,45.595,29.337,9.87,3.239,0.939,7.357
151932,CREVENICU,0.171,2.393,29.402,54.53,5.128,2.222,0.342,5.641
151978,ORAS ZIMNICEA,0.433,2.569,54.85,20.612,8.776,3.811,1.126,7.246
151996,BALACI,0.135,1.486,36.757,48.243,1.622,4.324,0.541,4.73
152038,BABAITA,0.134,2.537,37.784,49.8,1.068,2.27,0.935,5.474
152083,BLEJESTI,0.241,1.604,74.338,9.944,3.208,1.764,0.481,7.779
152127,BOGDANA,0.315,1.784,75.866,10.808,2.099,3.043,2.099,3.673
152172,BOTOROAGA,0,0.32,32.551,63.447,1.387,0.64,0.32,1.227
152234,BRAGADIRU,0.147,1.398,20.235,73.436,1.177,1.251,0.515,1.472
152252,BRANCENI,0.674,2.984,31.954,53.321,3.369,2.31,1.155,2.406
152270,BUJORENI,0,2.623,51.803,22.951,13.115,2.623,0.328,6.23
152314,BUJORU,1.131,1.939,30.856,50.404,6.462,4.523,1.131,3.231
152332,BUZESCU,0.758,1.378,24.81,65.059,1.585,2.412,0.62,3.17
152350,CALINESTI,0.252,0.378,28.634,64.695,0.944,1.636,0.818,1.951
152412,CALMATUIU,0,3.523,21.003,58.537,1.626,10.027,0.813,2.981
152467,CALMATUIU DE SUS,0.297,1.335,29.674,61.573,2.522,1.335,0.148,2.967
152500,CERVENIA,0.513,0.855,38.974,43.077,2.906,3.59,0.513,9.06
152528,CIOLANESTI,0.292,2.336,44.088,33.869,2.482,10.365,0.584,4.818
152564,CONTESTI,0.51,2.039,31.181,48.513,2.804,8.326,0.425,3.059
152582,COSMESTI,0.178,4.103,15.968,73.863,1.606,1.07,0.178,2.855
152617,CRANGENI,0.48,3.84,38.08,44.48,1.76,5.6,0.64,4.8
152662,CRANGU,0.093,0.654,82.446,11.018,1.307,1.214,0.56,2.334
152724,DIDESTI,0.218,4.585,27.948,54.367,0.873,0.873,1.092,5.022
152760,DOBROTESTI,0.434,2.386,33.514,46.204,7.05,3.037,1.193,5.748
152797,DRACSENEI,0.701,0.935,59.346,23.598,6.776,3.037,0.234,3.972
152868,DRAGANESTI DE VEDE,0.609,1.34,27.406,60.536,4.629,1.34,0.731,3.045
152902,DRAGANESTI-VLASCA,0.383,0.767,13.363,82.037,0.876,0.821,0.438,1.041
152948,FURCULESTI,0.444,1.554,41.62,47.392,3.108,2.664,1.221,1.776
152993,FRUMOASA,0.662,1.589,61.457,20.927,1.722,6.623,1.192,5.43
153026,GALATENI,0.779,1.266,31.061,59.104,0.779,2.629,0.195,4.09
153062,GRATIA,0.413,1.515,76.033,7.438,4.683,1.653,1.102,6.612
153106,IZVOARELE,0.337,3.035,54.3,25.126,3.879,5.734,1.012,5.059
153124,LISA,0.125,0.498,22.042,72.603,1.121,1.37,0.249,1.993
153151,LUNCA,0.498,2.786,34.627,50.05,1.692,6.368,0.896,2.786
153204,MAVRODIN,0.441,1.982,27.313,58.921,1.652,4.956,0.881,2.974
153240,MAGURA,0.113,3.171,57.871,26.727,2.152,3.737,1.925,3.398
153277,MALDAENI,0.305,1.726,64.162,17.665,3.452,2.335,1.421,7.919
153295,MERENI,0.269,0.942,14.536,75.639,1.884,1.211,0.135,5.384
153339,MARZANESTI,0.372,4.539,30.357,52.976,2.976,2.827,0.595,4.985
153384,MOSTENI,0.575,0.431,8.046,86.207,0.862,0.718,0.287,2.73
153400,NASTURELU,0.283,0.85,58.64,26.062,2.833,0.992,0.708,9.348
153437,NECSESTI,0.551,1.377,72.727,14.325,2.479,4.959,1.102,2.479
153473,OLTENI,0.35,1.748,23.776,65.967,4.312,1.981,0,1.865
153507,ORBEASCA,0.674,4.167,66.912,14.338,5.453,2.757,0.98,4.412
153543,PERETU,0,4.828,60.138,23.448,3.31,2.69,0.621,4.345
153561,PIATRA,0.28,3.169,31.594,51.911,4.101,4.287,1.305,2.516
153589,PIETROSANI,0,5.365,18.845,67.4,2.063,0.688,2.889,2.476
153605,PLOSCA,0.449,1.873,48.764,37.004,3.895,4.12,1.049,1.948
153623,PLOPII-SLAVITESTI,0.621,2.174,28.986,54.244,1.242,1.242,0.828,10.663
153696,POENI,0.829,4.478,48.756,28.69,3.648,8.292,0.829,4.146
153776,VITANESTI,0,1.358,28.904,63.628,1.843,1.358,0.194,2.619
153829,PUTINEIU,1.203,1.604,35.963,55.749,1.471,1.471,0.802,1.337
153865,RADOIESTI,0.49,0.163,34.477,48.693,10.948,2.941,0.98,1.144
153909,RASMIRESTI,0,4.905,21.253,67.302,0.817,1.635,0.272,3.542
153936,SALCIA,0.23,1.151,73.648,13.924,2.301,3.107,0.46,2.877
153972,SACENI,0,2.025,64.81,17.722,2.025,7.848,1.772,1.772
154013,SCRIOASTEA,0.324,0.811,19.578,71.011,3.029,1.785,0.595,2.596
154068,SCURTU MARE,0.419,3.983,59.958,21.384,4.822,3.564,1.048,2.516
154139,SEACA,0.622,1.244,30.224,58.458,1.866,2.363,1.119,3.731
154166,SFINTESTI,0,1.77,70.796,4.204,15.929,4.425,1.106,1.77
154184,SEGARCEA-VALE,0.556,1.53,42.281,29.764,8.762,7.093,1.113,6.12
154228,SILISTEA,0,1.968,57.066,22.004,3.757,4.293,1.789,8.408
154282,SILISTEA-GUMESTI,0.426,1.986,30.496,39.007,1.986,11.773,0.284,4.539
154308,SARBENI,0,1.166,29.3,58.746,2.915,1.895,1.312,4.519
154344,SLOBOZIA MANDRA,0.452,2.489,61.991,23.303,3.394,2.941,1.357,3.394
154380,SMARDIOASA,0.41,3.42,29.275,57.866,1.231,2.189,1.368,4.104
154415,STEJARU,0.258,1.804,42.912,47.165,2.32,1.546,0.902,1.289
154460,SUHAIA,0.246,1.067,18.309,72.66,1.806,1.314,0.903,3.038
154497,STOROBANEASA,0.117,2.817,44.601,43.427,1.878,2.113,0.587,4.225
154521,TALPA,0,0.696,21.571,74.254,0.895,0.994,0.497,0.994
154585,TATARASTII DE JOS,0.151,1.36,71.903,14.502,2.417,3.172,0.906,5.287
154665,TATARASTII DE SUS,0.409,2.18,32.561,55.858,1.09,2.725,1.499,3.27
154709,TOPORU,0,0.383,16.22,79.183,0.894,1.66,0.255,1.149
154736,TRAIAN,0.328,3.612,63.054,13.629,4.269,6.732,3.448,4.598
154754,TRIVALEA-MOSTENI,0.831,4.709,68.421,9.418,4.155,1.385,2.216,8.587
154790,TROIANUL,0.612,2.854,35.678,48.318,5.403,3.262,1.427,2.243
154834,TIGANESTI,0.267,0.962,54.249,28.487,3.634,8.765,0.909,2.138
154852,VEDEA,0.84,1.175,70.277,18.892,2.183,1.763,0.42,4.282
154914,VIISOARA,0.135,2.429,29.42,60.459,1.619,1.215,1.484,2.834
154932,VARTOAPE,0,2.116,24.162,68.607,0.705,2.646,0,1.235
