Siruta,Localitate,Barbati_18-24,Barbati_25-34,Barbati_35-44,Barbati_45-64,Femei_18-24,Femei_25-34,Femei_35-44,Femei_45-64
111417,CORLATEL,0.227,9.524,40.816,39.683,1.361,3.855,0.68,3.401
111444,CUJMIR,0.318,2.707,41.083,47.93,2.07,1.433,0.478,3.185
111480,DEVESEL,0,6.857,33.439,49.578,2.11,3.165,0.105,4.325
111550,DARVARI,0.185,8.772,53.093,31.764,1.57,1.754,0.369,2.401
111587,DUMBRAVA,0.448,3.886,69.656,18.386,1.196,3.886,0.897,1.345
111685,FLORESTI,0.092,3.68,63.845,19.319,3.036,1.38,0.92,7.636
111783,GARLA MARE,0.295,6.112,43.446,43.741,1.841,1.915,0.147,2.283
111818,GODEANU,0,11.302,21.376,59.459,1.474,3.44,0,2.948
111863,GOGOSU,0.171,2.816,22.184,66.468,2.816,0.939,0.768,3.754
111916,GRECI,0.118,6.627,48.639,34.32,2.604,4.024,0.592,2.959
111989,GROZESTI,0.917,11.193,46.422,22.752,3.303,9.541,2.202,3.486
112030,GRUIA,0.894,13.264,30.253,41.133,3.577,2.086,0.745,7.75
112076,HINOVA,0.5,9,46.125,32.25,2.125,2.875,0.875,6
112129,HUSNICIOARA,0.254,5.718,23.507,62.135,1.398,4.701,0.508,1.652
112245,ESELNITA,0.373,5.1,50.498,15.299,7.338,9.204,0.746,10.945
112263,ILOVAT,0.138,3.026,35.488,52.545,1.376,1.238,0.55,5.089
112334,ILOVITA,0.82,6.967,42.828,29.098,8.811,4.303,0.82,6.148
112370,ISVERNA,0.088,2.116,38.801,49.471,1.235,0.794,0.353,6.526
112469,IZVORU BARZII,0.441,8.12,30.185,39.894,2.736,10.944,0.794,6.443
112548,JIANA,0.06,1.492,87.828,4.773,1.134,1.611,0.656,2.387
112600,LIVEZILE,0.087,3.217,57.652,28,4.609,1.913,0.87,3.565
112664,MALOVAT,0.239,8.3,57.143,24.342,2.394,2.793,0.16,4.23
112744,OBARSIA DE CAMP,0.294,11.747,56.241,18.209,5.58,4.258,1.909,1.322
112771,OPRISOR,0.178,13.867,46.578,32.089,1.689,0.889,1.333,3.111
112806,PADINA,0,5.544,36.961,39.425,1.335,13.347,0.616,2.567
112879,PATULELE,0.222,2.593,17.111,67.704,5.852,3.333,0.667,2.074
112904,DUBOVA,0.743,2.723,19.802,47.525,5.446,6.683,1.733,14.851
112959,PODENI,0.341,6.485,36.689,44.027,4.437,3.242,0.512,4.096
112995,PONOARELE,0.432,4.663,51.295,26.339,3.022,2.677,0.518,10.708
113153,POROINA MARE,0.237,2.249,20.118,71.598,2.367,0.592,0.355,2.367
113206,PRISTOL,0.709,8.865,43.972,40.603,0.532,2.128,0.532,2.482
113233,PRUNISOR,0.471,56.122,27.08,10.989,1.413,1.727,0.549,0.942
113395,PUNGHINA,0.448,18.657,40.746,32.09,1.791,2.836,1.493,1.791
113466,ROGOVA,0.252,5.416,61.209,23.929,1.763,2.393,0.504,3.652
113493,SALCIA,0.077,10.701,47.498,26.944,4.542,4.773,1.155,3.849
113518,STANGACEAUA,0.13,4.551,44.993,41.612,2.211,2.341,0.65,3.251
113607,SVINITA,0.267,8.267,44.533,25.6,2.4,7.733,0.267,9.867
113625,SISESTI,0.1,22.467,28.686,36.008,1.605,2.006,0.702,8.124
113698,SOVARNA,0,2.115,54.231,30,2.308,5.385,1.731,4.038
113732,TAMNA,0.725,15.955,53.183,20.306,2.015,3.304,0.645,3.546
113849,VANATORI,0.39,2.027,62.588,26.812,1.403,2.494,0.779,3.196
113894,VANJULET,0.149,1.192,21.162,68.852,1.043,0.894,0.298,6.259
113929,VLADAIA,0.358,5.609,57.041,31.384,1.313,1.551,0.835,1.671
113974,VOLOIAC,0.804,1.608,37.781,45.016,2.412,5.305,1.125,5.788
114060,BRANISTEA,0.114,1.37,70.662,11.758,1.484,10.502,0.228,3.767
114079,VRATA,0.141,4.379,59.322,27.542,1.554,0.989,0.565,5.367
114319,MUNICIPIUL TARGU MURES,43.781,4.491,14.895,12.355,14.463,4.363,0.365,4.611
114355,CRISTESTI,42.677,5.396,13.805,12.544,10.441,3.714,0.561,10.371
114382,SANCRAIU DE MURES,24.146,5.978,18.634,20.613,17.78,4.27,0.311,7.609
114417,SANGEORGIU DE MURES,49.71,3.553,12.11,10.769,14.793,2.502,0.435,5.511
114453,SANTANA DE MURES,38.403,6.346,15.81,15.7,13.567,3.228,0.547,5.853
114514,MUNICIPIUL SIGHISOARA,13.198,5.807,15.598,31.225,17.464,3.303,1.037,11.035
114603,ALBESTI,15.844,7.879,22.424,22.511,12.381,2.597,0.606,15.411
114710,ORAS LUDUS,17.74,3.425,29.959,19.862,13.241,3.067,0.665,11.299
114809,MUNICIPIUL REGHIN,22.151,5.26,17.27,24.916,18.371,2.948,1.026,7.409
114854,ORAS SOVATA,87.801,0.55,3.54,2.749,2.749,0.928,0.275,1.168
114925,MUNICIPIUL TARNAVENI,12.818,4.456,23.31,26.514,12.445,6.738,0.812,11.962
114970,ACATARI,92.185,0.592,1.895,1.658,1.184,0.651,0.178,1.125
115076,ADAMUS,37.581,3.348,15.551,14.579,6.587,11.555,0.864,8.963
115147,ALUNIS,83.116,0.302,3.819,4.523,1.407,1.307,0,5.126
115183,APOLD,1.416,2.301,8.673,69.912,2.832,1.593,1.77,11.15
115236,ATINTIS,19.318,3.409,15.625,19.886,27.841,2.557,0.284,6.534
115307,BAHNEA,20.567,7.02,11.946,37.562,3.695,1.478,0.123,15.887
115389,BAND,35.094,2.641,19.165,16.865,4.514,8.348,0.341,11.925
115520,BATOS,11.749,6.676,19.493,31.375,12.684,4.005,0.668,13.084
115575,BAGACIU,35.516,2.519,18.136,18.64,3.526,3.023,0.252,17.884
115600,BALA,2.667,6.667,26.222,29.333,6.222,22.667,0,6.222
115637,BALAUSERI,72.502,1.366,4.184,11.016,1.366,1.623,0.171,7.003
115708,BEICA DE JOS,10.472,2.464,32.238,22.998,9.856,5.955,1.027,14.168
115771,BICHIS,65.591,2.151,12.545,10.036,2.151,3.584,0,2.867
115824,BOGATA,27.362,10.749,15.309,14.658,8.795,11.401,0.651,10.749
115851,BREAZA,45.255,3.942,8.613,13.577,8.613,2.482,0.438,16.788
115897,BRANCOVENESTI,51.273,4.121,11.152,16,7.152,4.848,0.121,4.727
115959,CEUASU DE CAMPIE,49.783,4.124,13.676,12.156,7.742,4.559,0.651,6.295
116046,CHETANI,10.2,16.393,13.115,20.401,26.776,2.914,0.729,8.379
116126,CHIHERU DE JOS,2.211,4.177,32.187,36.855,3.931,9.091,1.474,9.337
116171,COROISANMARTIN,18.182,3.762,15.987,37.931,6.27,9.718,0.313,7.21
116224,COZMA,4.202,2.521,15.126,52.941,6.723,3.361,0,12.605
116288,CRACIUNESTI,89.792,0.473,2.741,1.607,1.512,1.229,0.189,1.89
116340,CRAIESTI,2.996,5.993,17.228,40.449,4.869,4.12,0.375,23.221
116395,CUCERDEA,3.165,6.329,25.949,42.722,9.177,3.481,0.949,7.278
116439,CUCI,12.215,7.039,36.025,19.669,7.039,7.246,1.863,7.867
116493,DANES,1.975,5.925,16.008,41.58,15.8,2.287,0.936,14.553
116545,DEDA,1.579,7.744,44.286,18.571,4.962,9.85,1.128,11.504
116590,EREMITU,87.94,0.302,2.714,1.709,1.608,0.804,0.101,3.518
116652,ERNEI,82.088,1.549,4.175,3.636,4.04,1.077,0.539,2.424
116723,FARAGAU,5.882,1.557,45.502,9.343,3.979,5.363,1.384,26.471
116796,FANTANELE,92.572,0.771,2.242,1.472,0.911,0.561,0.28,0.561
116867,GALESTI,89.727,0.963,1.124,1.926,2.568,1.284,0.482,0.321
116938,GANESTI,74.123,1.137,5.498,6.256,3.697,1.232,0.095,7.583
116983,GHEORGHE DOJA,76.644,1.879,3.758,7.651,4.161,0.94,0.134,4.43
117042,GHINDARI,89.774,1.053,3.158,0.902,1.203,0.451,0.15,1.053
117113,GLODENI,67.245,1.41,7.592,5.423,1.627,9.653,0,6.182
117177,GORNESTI,80.117,1.866,5.773,4.665,2.216,2.566,0.175,2.157
117275,GREBENISU DE CAMPIE,1.126,13.063,36.036,11.937,4.955,8.333,0.45,24.099
117319,GURGHIU,25.678,4.208,14.337,36.02,5.92,2.568,0.357,10.271
117426,HODAC,1.381,9.665,26.331,33.629,9.172,5.03,0.394,13.708
117505,HODOSA,89.91,0.897,2.915,2.242,1.794,0.897,0,0.448
117550,IBANESTI,0.626,8.043,41.019,25.827,9.741,2.681,0.804,10.098
117667,ICLANZEL,1.416,3.966,51.275,16.431,9.632,6.232,0.85,9.348
117783,IDECIU DE JOS,6.346,2.916,17.667,40.309,13.379,6.003,0.686,12.007
117827,ORAS IERNUT,9.222,8.71,23.894,30.834,9.082,3.26,0.699,13.694
117925,LIVEZENI,45.098,3.922,10.733,13.829,17.853,2.786,0.516,4.128
117998,LUNCA,3.915,3.915,27.896,39.152,10.277,4.568,0.326,9.135
118058,LUNCA BRADULUI,3.014,10.137,42.466,20,6.027,3.288,1.918,12.055
118094,MAGHERANI,94.702,0.662,0.883,0.662,0.662,0.442,0.221,0.662
118209,MICA,68.516,2.654,9.168,6.755,1.327,3.378,0.603,6.755
118281,ORAS MIERCUREA NIRAJULUI,88.676,0.681,2.723,3.899,1.733,0.866,0,1.052
118370,MIHESU DE CAMPIE,4.688,3.125,30.938,32.812,3.75,5.625,0.625,17.812
118469,NADES,9.867,2.667,12.8,37.867,15.733,3.467,0.267,16.533
118511,NEAUA,90.084,1.477,1.899,1.899,1.055,1.688,0,0.633
118575,OGRA,20.683,4.217,39.96,14.056,3.414,6.426,1.205,9.438
118637,PAPIU ILARIAN,58.511,3.191,10.106,10.106,1.064,6.915,0.532,8.511
118691,PANET,86.149,0.716,3.403,3.045,1.672,0.955,0.418,3.045
118753,PASARENI,90.556,2.037,2.407,1.111,0.926,0.556,0,1.481
118799,PETELEA,1.764,5.467,14.462,48.854,11.287,5.467,0.353,10.935
118824,POGACEAUA,0.904,8.133,37.349,19.578,2.108,2.711,0.602,27.711
118931,RASTOLITA,7.925,21.678,18.881,24.709,7.226,6.76,0.699,11.422
118995,RACIU,1.752,3.271,20.093,42.173,4.206,4.206,0.467,23.248
119153,RUSII-MUNTI,1.032,6.342,38.938,23.599,7.227,4.277,0.885,17.404
119206,SASCHIZ,2.139,10.695,10.695,36.898,13.636,10.695,0.802,14.439
119242,ORAS SARMASU,18.417,3.881,27.854,20.396,9.209,10.807,0.609,7.61
119331,ORAS SANGEORGIU DE PADURE,81.678,0.47,7.45,4.497,2.013,0.805,0.403,2.416
119386,SANGER,2.465,5.634,26.056,34.507,8.099,9.859,0,12.324
119466,SANPAUL,60.559,6.77,12.141,6.696,2.649,2.575,0.515,7.506
119527,SANPETRU DE CAMPIE,3.266,30.949,19.907,11.975,2.955,16.485,0,13.997
119590,SOLOVASTRU,1.413,3.611,24.961,30.141,19.466,5.024,0.942,13.972
119625,STANCENI,13.793,9.606,20.69,29.803,6.158,1.478,1.232,16.749
119661,SUPLAC,56.24,2.917,16.37,12.642,1.945,1.621,0,7.618
119723,SUSENI,19.516,1.613,19.194,44.516,5.968,1.935,0.484,6.129
119750,SAULIA,1.518,2.53,55.143,24.958,4.216,1.518,0.675,9.106
119803,SINCAI,24.665,4.021,38.07,17.158,1.877,2.949,0.804,9.115
119858,TAURENI,0.833,1.25,56.667,20,4.167,1.25,1.25,14.583
119894,ORAS UNGHENI,6.701,9.679,23.482,32.589,10.424,3.551,0.229,12.658
119974,VALEA LARGA,1.486,2.972,16.561,52.442,8.068,5.52,0.849,11.677
120076,VARGATA,88.735,0.791,1.779,2.767,2.372,0.395,0.395,1.976
120138,VATAVA,2.069,7.414,42.069,24.31,5.517,7.931,0.69,9.655
120174,VETCA,91.593,1.327,1.327,2.655,0.885,0.885,0,0.442
120218,VIISOARA,1.304,10.87,13.478,23.043,5.652,24.783,0,19.565
120254,VANATORI,13.265,9.475,13.848,36.735,6.997,3.936,1.166,13.848
120316,VOIVODENI,45.714,2.381,30.714,7.619,2.143,4.524,0.476,5.476
120343,ZAGAR,5.714,10.857,29.143,28,7.429,4.571,2.286,12
120370,ZAU DE CAMPIE,4.072,3.167,25.339,39.14,4.977,2.715,0.452,19.91
120478,CHIBED,94.517,0.522,1.305,0.783,0.522,1.044,0,1.044
120487,CORUNCA,47.249,4.891,8.646,11.528,21.572,2.009,0.262,2.969
120496,SARATENI,91.753,0,2.268,1.649,0.825,0.825,0.412,1.649
120502,MADARAS,90.222,0.444,4,1.333,0.889,0.889,0,1.778
120511,BERENI,92.673,0.792,1.188,0.594,1.98,0.594,0.198,1.584
120726,MUNICIPIUL PIATRA-NEAMT,0.16,7.627,27.643,22.723,20.668,4.889,2.055,11.604
120771,DUMBRAVA ROSIE,0.217,4.115,24.797,24.526,14.402,6.226,2.003,22.036
120824,SAVINESTI,0.07,4.482,37.325,21.709,11.485,4.622,2.591,15.966
120860,MUNICIPIUL ROMAN,0.156,3.701,31.615,27.08,15.899,4.437,1.505,13.332
120888,CORDUN,0.209,1.513,19.927,34.794,24.778,2.139,1.408,13.98
120922,HORIA,0.141,1.905,33.874,22.018,16.09,3.952,0.706,19.901
120968,ORAS BICAZ,0.107,4.458,39.527,20.516,14.501,3.813,1.772,13.265
121055,ORAS TARGU-NEAMT,0.224,5.567,43.77,18.121,11.9,3.493,1.98,12.983
121108,AGAPIA,0.085,3.319,41.617,14.979,7.83,3.149,1.957,25.362
121153,BAHNA,0,0.712,44.151,40.59,2.442,1.017,1.017,9.257
121242,BALTATESTI,0.458,4.124,28.522,25.315,10.195,4.467,3.322,20.16
121297,BICAZ-CHEI,0.09,1.444,28.52,37.094,5.866,5.957,1.895,18.502
121340,BICAZU ARDELEAN,0.248,1.985,20.223,38.834,9.677,2.73,1.489,23.821
121386,BIRA,0,1.887,42.767,24.528,10.901,2.096,1.677,15.094
121466,BARGAUANI,0.669,4.682,45.596,20.736,4.794,7.915,2.118,11.483
121607,BODESTI,0.28,8.131,51.028,15.514,8.131,2.243,1.682,10.654
121652,BORCA,0.377,1.347,50,9.968,3.664,5.28,0.97,26.509
121732,BORLESTI,0.181,3.199,29.572,21.605,14.424,3.923,2.716,22.752
121796,BOTESTI,0.227,3.284,31.484,22.763,24.349,4.87,0.68,11.325
121876,BOZIENI,0.475,1.426,31.22,47.227,6.022,4.12,1.743,6.022
121938,BRUSTURI,0,3.175,45.125,15.873,7.71,2.381,2.268,22.676
122025,CEAHLAU,0,2.677,23.963,51.004,2.945,2.811,2.677,12.851
122061,CANDESTI,0,3.073,38.268,20.251,12.151,3.492,1.257,18.994
122132,COSTISA,0,2.975,45.278,17.335,6.21,6.468,1.164,19.017
122187,CRACAOANI,0.119,3.325,33.848,20.665,6.651,9.145,1.663,22.922
122249,DAMUC,0,1.693,36.953,33.709,4.231,3.103,2.68,17.348
122285,DOBRENI,0.182,5.273,48,11.818,13.818,4,1.818,14
122347,DOLJESTI,0.074,5.138,24.348,46.165,9.829,2.457,1.117,9.233
122392,DRAGOMIRESTI,0.172,6.034,21.379,42.414,7.241,5.172,1.034,15
122463,DULCESTI,0.257,14.396,40.488,19.152,4.499,11.697,1.414,7.326
122551,FARCASA,0.465,2.791,37.209,28.023,3.372,7.907,2.558,16.395
122613,FAUREI,0,5.361,40.825,27.629,5.361,8.454,0.619,11.134
122668,GHERAESTI,0.387,4.453,20.523,25.46,30.3,2.807,1.742,12.972
122702,GIROV,0.081,7.108,33.926,20.113,12.197,5.897,1.777,16.64
122828,GARCINA,0.413,28.896,25.077,13.416,10.32,4.954,2.786,11.558
122864,GRINTIES,0,2.673,33.333,32.233,3.616,11.635,1.415,15.094
122908,GRUMAZESTI,0.16,1.761,59.968,16.253,6.085,2.962,1.441,9.688
122953,HANGU,0.117,2.567,46.908,17.97,9.102,3.617,1.984,16.569
123013,ICUSESTI,0.234,2.579,25.791,41.97,5.744,5.979,0.352,16.647
123102,ION CREANGA,0.155,2.401,44.539,20.372,9.837,4.802,1.317,15.647
123175,MARGINENI,0.635,3.492,49.841,20.159,8.571,3.492,1.746,10.952
123228,MOLDOVENI,0,1.386,21.94,38.568,9.238,3.695,1.617,21.247
123255,ONICENI,0.125,2.242,63.885,12.951,1.245,1.619,1.743,14.321
123371,PASTRAVENI,0.134,2.285,52.151,15.323,5.108,5.914,1.075,16.263
123424,PETRICANI,0.083,2.167,57.417,10.75,4.5,4.25,1.167,18.583
123479,PIATRA SOIMULUI,0.268,1.808,46.952,23.443,9.779,2.947,1.741,11.989
123521,PIPIRIG,0.476,2.22,45.402,18.658,6.66,5.708,2.008,18.235
123601,PANGARATI,0.086,6.089,27.273,31.561,14.322,6.261,1.201,10.892
123674,PODOLENI,0.148,2.216,29.173,42.541,6.795,3.988,1.625,11.669
123709,POIENARI,0.5,3.25,53.75,20.25,6.25,2.5,1.25,12.25
123790,POIANA TEIULUI,0.083,2.235,46.358,14.156,6.126,6.623,2.732,20.695
123914,RAUCESTI,0.15,5.05,33.8,25.4,8.3,4.85,1.55,18.9
123969,RAZBOIENI,0.3,6.897,49.625,11.844,6.447,10.495,0.9,11.844
124028,REDIU,0,4.916,34.302,18.771,10.838,5.14,2.123,22.905
124073,ROMANI,0.123,2.451,44.608,15.931,5.147,7.475,2.451,20.466
124117,ORAS ROZNOV,0.088,4.599,28.296,24.923,9.899,11.52,1.314,17.959
124153,SAGNA,0.395,3.162,30.04,27.174,10.474,2.964,1.68,23.32
124206,SABAOANI,0.585,7.074,18.936,16.277,37.128,2.34,1.968,14.468
124233,SECUIENI,0,1.653,31.901,29.587,9.256,4.793,1.322,20.496
124331,STANITA,0,1.741,49.254,20.398,4.478,3.731,1.244,18.159
124411,STEFAN CEL MARE,0,6.42,33.827,31.975,4.444,2.716,1.111,18.148
124493,TARCAU,0.122,3.053,31.38,27.106,10.012,6.838,1.465,18.926
124563,TASCA,0.136,2.035,39.756,14.925,6.92,7.191,1.9,25.509
124616,TAZLAU,0.607,3.239,33.401,15.587,27.733,3.441,0.81,13.968
124634,TAMASENI,0.322,1.18,12.279,31.046,34.37,2.306,0.965,16.729
124661,TIMISESTI,0,1.91,31.996,31.519,11.748,3.247,1.242,17.479
124723,TRIFESTI,0.382,1.431,33.683,31.202,12.882,2.099,0.859,16.412
124750,TUPILATI,0.318,3.981,49.045,20.064,5.414,6.051,1.911,10.032
124803,TIBUCANI,0.18,2.516,54.358,15.184,5.031,6.469,1.707,13.208
124849,URECHENI,0.234,4.673,51.168,11.799,4.089,5.841,1.051,17.523
124885,VALEA URSULUI,0.15,1.349,59.37,14.993,4.198,1.799,2.249,14.243
124938,ALEXANDRU CEL BUN,0.25,6.309,27.733,25.547,18.926,3.873,2.436,13.117
125016,VANATORI-NEAMT,0.062,2.989,45.081,18.804,7.534,3.611,2.989,17.808
125061,ZANESTI,0.234,2.578,34.766,17.266,12.031,9.141,2.891,19.219
125098,DOCHIA,0.184,1.657,37.017,17.68,5.893,5.893,1.657,29.282
125105,RUGINOASA,0.128,1.405,22.989,54.406,3.576,8.812,1.022,7.152
125114,GHINDAOANI,0.212,3.178,56.78,17.161,9.534,1.483,2.119,8.263
125123,VALENI,1.269,0.508,68.782,12.69,5.33,2.538,1.777,5.838
125132,DRAGANESTI,0,1.878,28.873,44.836,2.347,3.991,2.347,14.319
125141,PANCESTI,0,1.806,53.499,15.124,19.413,2.935,2.032,4.966
125150,GADINTI,0.27,3.243,48.919,20,6.216,2.162,1.622,16.486
125169,NEGRESTI,0,5.023,32.42,36.301,5.251,10.959,1.598,7.534
125178,BOGHICEA,0.362,2.355,51.087,24.638,7.609,1.449,1.087,11.051
125347,MUNICIPIUL SLATINA,0.199,3.623,47.731,21.061,12.117,5.714,1.573,7.219
125374,SLATIOARA,0.178,2.487,59.591,20.337,6.217,4.263,0.355,5.95
125418,ORAS BALS,0.186,6.144,51.862,24.472,7.489,3.393,0.848,5.192
125472,MUNICIPIUL CARACAL,0.155,3.495,60.426,16.227,8.547,4.006,0.82,5.849
125490,DRAGHICENI,0.15,2.096,70.509,16.766,1.497,3.443,0.599,4.94
125542,ORAS CORABIA,0.204,3.776,54.402,22.429,6.915,3.879,1.072,6.813
125588,GARCOV,0,1.727,74.097,7.849,8.006,2.198,3.14,2.041
125622,ORAS DRAGANESTI-OLT,0.287,1.364,44.883,35.512,4.919,4.596,0.826,7.433
125659,BABICIU,0,1.576,73.634,10.504,3.466,4.307,1.05,5.357
125677,BALDOVINESTI,0,1.455,75.052,13.514,3.95,1.247,0.624,4.158
125757,BARASTI,0.238,1.429,27.5,59.762,1.786,2.857,1.31,4.643
125846,BARZA,0.51,2.551,57.143,19.558,4.592,8.844,0.51,5.782
125873,BOBICESTI,0.113,3.394,66.742,10.52,2.602,11.199,0.905,4.525
125962,BRASTAVATU,0.2,2,62.9,16.1,4.8,4.6,1.2,7.9
125999,BREBENI,1.243,3.729,41.582,7.684,32.429,7.345,1.243,4.633
126022,BRANCOVENI,0.219,0.984,68.415,20.328,1.53,3.497,0.546,4.372
126077,BUCINISU,0.13,1.167,61.997,26.848,2.594,1.946,0.519,4.54
126102,CEZIENI,0,1.072,72.129,17.917,2.297,1.991,1.225,3.216
126148,CILIENI,0.114,1.251,68.032,10.466,4.551,6.485,0.455,8.646
126166,CARLOGANI,0.464,1.236,64.915,17.465,2.164,9.737,0.618,3.4
126228,COLONESTI,0,1.299,50.093,41.929,1.948,1.02,0.928,2.783
126326,CORBU,0.132,1.058,65.873,20.106,3.042,3.175,1.72,4.762
126380,COTEANA,0.078,1.246,82.399,5.296,3.037,4.439,0.234,3.271
126406,CRAMPOIA,0,1.484,74.212,8.256,2.968,5.473,0.835,6.772
126433,CURTISOARA,0.384,2.494,69.885,9.591,3.197,3.708,0.959,9.399
126503,CUNGREA,0.388,0.776,22.211,69.738,0.97,3.492,0.194,2.231
126585,DANEASA,0,1.651,63.983,8.669,6.398,7.018,1.651,10.423
126647,DEVESELU,0.4,6.593,56.843,11.788,4.396,7.493,1.299,10.889
126674,DOBRETU,0.206,5.155,67.629,12.165,1.443,4.124,0.619,8.66
126718,DOBROSLOVENI,0.715,3.456,55.185,14.422,5.602,6.436,1.549,12.157
126772,DOBROTEASA,0.174,2.957,70.783,9.565,1.913,6.087,1.043,6.783
126825,DOBRUN,0.169,2.373,81.356,11.017,0.847,2.203,0.339,1.695
126905,FAGETELU,0.216,1.724,64.655,14.871,4.095,9.698,1.509,3.017
126978,FALCOIU,0.382,1.816,77.629,9.178,2.103,1.912,0.765,6.023
127019,FARCASELE,0.187,11.621,57.263,11.809,2.999,2.624,0.75,12.652
127064,GANEASA,0.158,3.563,70.705,10.847,2.85,3.088,0.792,7.759
127126,GIUVARASTI,0.158,2.377,69.255,18.067,3.962,1.902,0,3.962
127144,GOSTAVATU,0.131,1.44,71.073,10.079,3.272,4.188,2.094,6.937
127171,GRADINARI,0.154,1.69,78.187,6.298,2.458,1.69,2.919,6.452
127224,GROJDIBODU,0.127,3.312,67.261,17.962,1.274,4.459,0.255,4.968
127251,IANCA,0.189,1.418,65.69,22.023,2.079,2.741,0.756,4.915
127288,IANCU JIANU,0.138,4.844,28.72,54.533,4.637,1.522,0.277,5.052
127322,ICOANA,0.304,1.37,63.927,20.091,2.131,4.566,1.218,6.088
127368,IZBICENI,0.087,1.562,59.028,15.799,9.375,5.816,0.26,8.073
127386,IZVOARELE,0.455,2.424,61.364,12.576,2.879,8.182,0.758,11.061
127411,LELEASCA,0.207,9.544,36.929,15.975,4.357,28.423,0.83,3.734
127493,MARUNTEI,0.294,2.349,47.724,16.446,6.021,18.796,0.294,7.489
127536,MIHAESTI,0.208,2.917,36.042,45,3.75,3.125,0.625,8.333
127563,MILCOV,0.154,4.154,66.308,15.077,2.923,3.846,0.923,6.615
127625,MORUNGLAV,0.13,2.461,41.58,41.451,1.425,9.585,0.907,2.202
127689,MOVILENI,0.585,2.827,81.481,7.407,1.754,2.047,0.78,3.119
127714,NICOLAE TITULESCU,0.188,2.444,78.759,7.895,2.632,1.692,0.188,6.203
127750,OBARSIA,0.367,2.445,63.814,14.67,2.812,1.589,9.169,5.012
127812,OBOGA,0,0.855,82.585,12.821,1.175,0.534,0.214,1.709
127858,OPORELU,0.19,1.333,54.857,29.714,1.143,9.333,0.952,2.476
127901,OPTASI-MAGURA,0,0,92.459,6.393,0.492,0.656,0,0
127938,ORLEA,0,2.62,63.755,16.157,3.348,10.044,0.873,2.766
127983,OSICA DE SUS,0.396,2.241,58.734,25.577,2.703,4.153,1.121,4.944
128052,PERIETI,0,3.46,65.898,15.486,2.801,5.601,1.483,5.272
128105,ORAS PIATRA-OLT,0.132,1.093,68.798,16.86,2.65,5.598,0.397,4.273
128178,PARSCOVENI,0.2,1.299,56.643,29.271,1.898,2.697,0.899,6.494
128221,PLESOIU,0,1.201,68.096,10.12,3.516,11.407,1.887,3.345
128301,POBORU,0,1.861,72.953,15.136,1.613,1.985,0.62,5.707
128374,ORAS POTCOAVA,0.112,3.479,63.917,17.677,3.479,3.704,0.954,6.285
128436,PRISEACA,0.155,1.703,32.817,47.833,4.489,5.263,0.774,6.037
128472,RADOMIRESTI,0.394,2.362,69.816,10.367,2.625,5.249,0.787,8.268
128524,REDEA,0.488,2.198,66.056,15.995,5.861,3.419,1.221,4.64
128560,ROTUNDA,0.527,7.381,57.118,11.072,3.163,13.533,0.527,6.678
128588,RUSANESTI,0.167,2.337,57.262,16.444,2.421,16.11,0.918,4.174
128613,SCARISOARA,0.325,1.951,45.528,35.935,3.415,8.943,0.65,2.927
128659,SCHITU,0,2.573,64.795,15.789,3.041,9.591,0.351,3.626
128711,ORAS SCORNICESTI,0.273,2.532,36.858,43.385,3.028,5.163,0.844,7.694
128864,SEACA,0,11.518,69.11,10.995,1.309,1.309,4.712,1.047
128882,SAMBURESTI,0,0.919,81.066,10.11,3.125,0.735,0.919,3.125
128962,SPINENI,0.173,2.418,74.611,8.981,3.454,6.218,0.345,3.454
129040,SPRANCENATA,0,3.008,55.827,25.376,2.068,5.827,0.564,7.331
129095,STOENESTI,0.333,2.5,71.5,12.333,2.833,2.167,1.5,6.5
129111,STOICANESTI,0.155,4.658,65.994,13.665,2.64,5.435,0.621,6.677
129139,STREJESTI,0,7.913,60.435,17.705,3.066,3.66,1.78,5.045
129184,STUDINA,0.201,1.605,22.568,64.493,2.608,5.416,0.502,2.508
129246,SERBANESTI,0.484,2.902,66.626,11.004,7.376,2.056,1.33,8.102
129282,STEFAN CEL MARE,0,4.727,46.429,42.647,1.681,2.101,0.42,1.786
129317,TATULESTI,0.19,2.087,53.131,12.524,3.226,23.909,1.328,3.605
129380,TESLUI,0.355,1.655,65.248,12.411,2.6,8.274,1.537,7.565
129460,TIA MARE,0.47,1.646,71.16,8.621,9.248,0.94,0.157,7.445
129503,TOPANA,0.261,4.7,71.018,10.966,2.872,4.961,2.089,3.133
129567,TRAIAN,0.248,1.365,74.938,9.429,5.335,1.985,0.868,5.831
129585,TUFENI,0,2.881,65.932,13.729,2.373,6.441,0.169,8.475
129629,URZICA,0.245,1.104,25.153,57.055,0.859,0.982,2.331,12.147
129656,VALEA MARE,0.102,1.534,73.313,8.18,4.397,4.192,0.716,7.464
129718,VADASTRA,0.195,1.949,65.692,11.501,3.899,7.992,1.365,7.212
129745,VADASTRITA,0.234,3.388,53.972,27.336,2.453,2.453,0.584,9.463
129763,VALENI,0,2.917,60.972,19.444,2.083,4.306,1.667,8.611
129816,VERGULEASA,0.12,2.395,73.413,8.982,3.832,7.545,0.12,3.473
129898,VISINA,0.347,4.423,71.119,14.918,3.469,1.735,0.781,3.122
129914,VITOMIRESTI,0.894,2.385,75.261,9.836,2.385,4.769,0.745,3.279
129987,VALCELE,0.667,1.239,76.74,10.677,2.002,2.383,0.953,5.338
